latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
41.862915,12.539912,54.0,0,GMT,GMT

time,temperature_2m (°C),wind_speed_10m (m/s),shortwave_radiation (W/m²)
1678014000,13.3,1.14,658.0
1678017600,14.5,2.35,694.0
1678021200,14.5,3.51,665.0
1678024800,13.9,4.24,556.0
1678028400,13.7,4.00,409.0
1678032000,12.9,2.91,230.0
1678035600,10.3,1.56,60.0
1678039200,8.6,1.61,0.0
1678042800,9.1,1.73,0.0
1678046400,8.4,1.93,0.0
1678050000,8.4,1.75,0.0
1678053600,8.6,2.01,0.0
1678057200,8.9,2.22,0.0
1678060800,8.0,2.01,0.0
1678064400,8.6,2.64,0.0
1678068000,9.3,3.31,0.0
1678071600,9.6,4.56,0.0
1678075200,9.6,4.83,0.0
1678078800,9.7,4.68,0.0
1678082400,9.7,4.12,2.0
1678086000,9.8,2.97,40.0
1678089600,10.9,2.84,121.0
1678093200,12.0,2.82,267.0
1678096800,10.6,3.72,251.0
1678100400,12.9,3.50,336.0
1678104000,13.5,3.88,407.0
1678107600,13.8,4.29,488.0
1678111200,13.9,4.47,484.0
1678114800,13.2,4.47,369.0
1678118400,12.3,3.27,218.0
1678122000,10.5,1.70,56.0
1678125600,9.2,2.26,0.0
1678129200,8.1,2.25,0.0
1678132800,7.4,2.48,0.0
1678136400,7.2,2.69,0.0
1678140000,7.5,2.62,0.0
1678143600,7.8,2.50,0.0
1678147200,7.7,1.52,0.0
1678150800,8.6,1.65,0.0
1678154400,8.9,2.50,0.0
1678158000,8.8,2.08,0.0
1678161600,8.3,2.33,0.0
1678165200,8.2,2.92,0.0
1678168800,8.5,3.33,3.0
1678172400,9.8,3.61,93.0
1678176000,11.9,3.33,257.0
1678179600,13.2,3.40,407.0
1678183200,14.1,3.61,499.0
1678186800,15.0,3.80,590.0
1678190400,14.3,4.80,589.0
1678194000,13.6,5.82,468.0
1678197600,14.0,5.99,498.0
1678201200,13.6,5.82,318.0
1678204800,12.8,4.60,169.0
1678208400,11.6,3.13,46.0
1678212000,10.8,3.60,0.0
1678215600,10.2,4.03,0.0
1678219200,9.8,4.14,0.0
1678222800,10.3,4.49,0.0
1678226400,10.9,5.09,0.0
1678230000,11.0,4.87,0.0
1678233600,11.1,4.23,0.0
1678237200,11.6,3.13,0.0
1678240800,11.3,1.62,0.0
1678244400,10.8,1.36,0.0
1678248000,10.1,1.75,0.0
1678251600,10.9,2.77,0.0
1678255200,10.9,3.29,4.0
1678258800,11.9,3.57,31.0
1678262400,12.5,3.79,79.0
1678266000,13.9,4.14,185.0
1678269600,14.9,4.68,303.0
1678273200,15.7,5.39,469.0
1678276800,15.9,5.59,503.0
1678280400,16.0,5.47,405.0
1678284000,15.9,5.13,448.0
1678287600,15.1,5.19,344.0
1678291200,14.1,4.43,194.0
1678294800,13.2,3.14,59.0
1678298400,12.0,3.91,0.0
1678302000,11.9,4.46,0.0
1678305600,11.8,3.92,0.0
1678309200,11.5,4.00,0.0
1678312800,11.7,3.92,0.0
1678316400,11.8,4.38,0.0
1678320000,12.9,5.24,0.0
1678323600,12.7,5.10,0.0
1678327200,12.5,5.28,0.0
1678330800,12.5,5.22,0.0
1678334400,13.1,4.05,0.0
1678338000,13.1,4.21,0.0
1678341600,13.3,4.70,2.0
1678345200,14.1,4.58,34.0
1678348800,15.6,3.64,148.0
1678352400,16.2,4.95,208.0
1678356000,17.4,4.90,418.0
1678359600,18.1,4.90,499.0
1678363200,18.0,4.30,576.0
1678366800,17.8,4.49,326.0
1678370400,17.7,4.05,265.0
1678374000,17.4,3.61,264.0
1678377600,16.6,2.90,110.0
1678381200,15.4,3.20,50.0
1678384800,14.5,4.12,0.0
1678388400,13.8,4.44,0.0
1678392000,13.9,4.65,0.0
1678395600,13.9,5.54,0.0
1678399200,13.6,5.03,0.0
1678402800,13.5,4.70,0.0
1678406400,13.6,3.61,0.0
1678410000,13.8,3.72,0.0
1678413600,13.1,3.10,0.0
1678417200,12.8,2.82,0.0
1678420800,12.4,2.02,0.0
1678424400,12.9,2.21,0.0
1678428000,13.3,3.03,3.0
1678431600,13.9,4.22,52.0
1678435200,14.8,4.88,172.0
1678438800,14.9,5.32,191.0
1678442400,15.4,5.71,169.0
1678446000,16.8,6.60,425.0
1678449600,16.4,5.47,525.0
1678453200,15.8,4.77,416.0
1678456800,16.9,5.28,334.0
1678460400,15.9,3.53,332.0
1678464000,15.0,2.25,169.0
1678467600,12.6,1.48,58.0
1678471200,10.9,0.85,0.0
1678474800,10.0,1.26,0.0
1678478400,12.3,0.71,0.0
1678482000,11.9,0.50,0.0
1678485600,8.4,1.78,0.0
1678489200,8.8,1.68,0.0
1678492800,10.1,1.63,0.0
1678496400,9.2,1.36,0.0
1678500000,7.9,1.78,0.0
1678503600,8.9,1.49,0.0
1678507200,9.7,0.63,0.0
1678510800,8.0,1.75,0.0
1678514400,10.0,0.58,8.0
1678518000,11.1,0.78,51.0
1678521600,12.8,0.45,102.0
1678525200,14.3,1.14,219.0
1678528800,16.5,0.99,449.0
1678532400,17.0,1.27,382.0
1678536000,17.3,2.42,267.0
1678539600,17.0,2.70,307.0
1678543200,17.4,1.72,351.0
1678546800,17.3,1.61,199.0
1678550400,17.0,1.12,147.0
1678554000,16.5,0.85,56.0
1678557600,15.9,0.58,0.0
1678561200,14.3,0.58,0.0
1678564800,13.1,0.91,0.0
1678568400,12.4,0.85,0.0
1678572000,13.6,0.78,0.0
1678575600,13.2,0.54,0.0
1678579200,12.8,1.50,0.0
1678582800,12.5,2.44,0.0
1678586400,12.4,2.40,0.0
1678590000,11.6,1.62,0.0
1678593600,10.9,2.55,0.0
1678597200,10.1,2.06,0.0
1678600800,9.9,2.02,10.0
1678604400,11.5,1.80,129.0
1678608000,13.3,1.57,311.0
1678611600,15.8,1.60,481.0
1678615200,18.0,2.45,615.0
1678618800,19.3,2.81,690.0
1678622400,20.2,3.16,705.0
1678626000,21.1,2.55,607.0
1678629600,20.8,3.06,443.0
1678633200,20.7,2.83,404.0
1678636800,19.7,2.01,239.0
1678640400,16.5,2.44,76.0
1678644000,15.4,2.91,1.0
1678647600,13.2,3.35,0.0
1678651200,15.2,0.76,0.0
1678654800,11.7,2.25,0.0
1678658400,12.6,1.84,0.0
1678662000,10.0,2.64,0.0
1678665600,10.3,1.99,0.0
1678669200,10.9,0.92,0.0
1678672800,8.7,1.30,0.0
1678676400,8.7,1.82,0.0
1678680000,8.3,1.61,0.0
1678683600,7.6,2.24,0.0
1678687200,8.0,2.02,12.0
1678690800,11.5,1.33,136.0
1678694400,14.3,1.22,318.0
1678698000,17.1,1.20,489.0
1678701600,18.9,2.41,618.0
1678705200,19.4,3.93,698.0
1678708800,18.7,3.14,716.0
1678712400,18.8,3.26,670.0
1678716000,18.9,3.20,574.0
1678719600,18.3,3.36,432.0
1678723200,17.1,2.83,245.0
1678726800,15.1,2.51,75.0
1678730400,13.4,2.94,1.0
1678734000,12.6,3.58,0.0
1678737600,12.6,3.77,0.0
1678741200,12.4,3.73,0.0
1678744800,12.2,4.11,0.0
1678748400,12.1,4.53,0.0
1678752000,12.0,3.90,0.0
1678755600,12.0,3.72,0.0
1678759200,11.9,4.47,0.0
1678762800,12.2,5.30,0.0
1678766400,12.3,5.02,0.0
1678770000,12.2,5.63,0.0
1678773600,12.5,6.34,13.0
1678777200,13.8,6.42,138.0
1678780800,15.3,8.18,323.0
1678784400,16.5,9.95,448.0
1678788000,16.9,9.99,477.0
1678791600,16.3,9.96,346.0
1678795200,14.4,6.85,173.0
1678798800,14.9,7.39,162.0
1678802400,15.6,7.43,276.0
1678806000,14.9,5.63,102.0
1678809600,14.9,4.12,117.0
1678813200,13.9,3.88,64.0
1678816800,12.3,2.62,1.0
1678820400,11.3,2.06,0.0
1678824000,10.1,1.10,0.0
1678827600,10.3,1.36,0.0
1678831200,10.1,1.71,0.0
1678834800,9.8,1.02,0.0
1678838400,11.4,0.50,0.0
1678842000,8.5,2.33,0.0
1678845600,10.2,1.56,0.0
1678849200,8.0,2.06,0.0
1678852800,7.0,2.60,0.0
1678856400,8.4,1.70,0.0
1678860000,8.6,1.87,13.0
1678863600,10.7,2.82,143.0
1678867200,13.2,4.81,335.0
1678870800,14.0,7.02,429.0
1678874400,14.8,6.67,496.0
1678878000,15.4,7.31,664.0
1678881600,16.5,7.12,717.0
1678885200,16.4,7.91,683.0
1678888800,15.7,8.16,528.0
1678892400,15.2,7.65,438.0
1678896000,14.1,7.48,250.0
1678899600,12.4,6.69,86.0
1678903200,10.5,5.10,1.0
1678906800,9.5,4.71,0.0
1678910400,8.3,4.11,0.0
1678914000,7.4,3.99,0.0
1678917600,6.7,4.12,0.0
1678921200,6.2,4.05,0.0
1678924800,6.8,5.25,0.0
1678928400,6.3,4.81,0.0
1678932000,5.9,4.56,0.0
1678935600,5.4,4.66,0.0
1678939200,4.9,4.53,0.0
1678942800,4.5,4.03,0.0
1678946400,4.5,3.74,17.0
1678950000,6.4,3.34,155.0
1678953600,9.1,3.58,346.0
1678957200,11.4,4.24,520.0
1678960800,12.4,4.13,654.0
1678964400,13.6,4.20,733.0
1678968000,14.9,3.34,749.0
1678971600,15.8,3.04,703.0
1678975200,16.6,3.34,602.0
1678978800,16.1,4.27,453.0
1678982400,15.1,3.41,272.0
1678986000,12.4,4.18,90.0
1678989600,10.4,4.08,2.0
1678993200,8.8,2.91,0.0
1678996800,7.5,2.20,0.0
1679000400,6.3,2.06,0.0
1679004000,5.2,2.11,0.0
1679007600,4.1,1.39,0.0
1679011200,4.4,1.75,0.0
1679014800,4.9,0.95,0.0
1679018400,4.6,1.17,0.0
1679022000,4.6,1.58,0.0
1679025600,4.2,1.89,0.0
1679029200,3.8,2.02,0.0
1679032800,4.1,2.41,18.0
1679036400,6.1,2.26,158.0
1679040000,8.5,1.91,343.0
1679043600,11.2,1.30,513.0
1679047200,13.0,0.36,645.0
1679050800,14.2,0.91,723.0
1679054400,15.1,1.41,743.0
1679058000,15.4,2.12,696.0
1679061600,14.8,3.05,595.0
1679065200,14.0,3.00,443.0
1679068800,13.1,2.48,270.0
1679072400,11.5,1.66,92.0
1679076000,10.2,1.93,2.0
1679079600,9.0,1.20,0.0
1679083200,8.1,0.99,0.0
1679086800,8.3,1.14,0.0
1679090400,7.5,1.33,0.0
1679094000,7.1,1.63,0.0
1679097600,5.9,1.40,0.0
1679101200,5.9,1.68,0.0
1679104800,5.7,1.71,0.0
1679108400,5.0,1.39,0.0
1679112000,4.5,1.91,0.0
1679115600,4.6,2.24,0.0
1679119200,6.2,1.87,20.0
1679122800,9.6,1.22,163.0
1679126400,12.7,1.06,351.0
1679130000,14.8,2.80,520.0
1679133600,15.6,3.91,648.0
1679137200,16.2,4.10,710.0
1679140800,15.8,4.46,722.0
1679144400,15.9,4.05,640.0
1679148000,15.8,3.89,589.0
1679151600,15.4,3.83,438.0
1679155200,14.6,3.57,250.0
1679158800,13.0,2.26,84.0
1679162400,11.4,2.21,2.0
1679166000,10.1,2.66,0.0
1679169600,9.4,2.48,0.0
1679173200,8.9,2.13,0.0
1679176800,8.6,2.22,0.0
1679180400,8.3,1.97,0.0
1679184000,7.7,1.63,0.0
1679187600,8.7,2.00,0.0
1679191200,8.7,0.92,0.0
1679194800,8.9,1.80,0.0
1679198400,8.5,1.91,0.0
1679202000,8.9,1.61,0.0
1679205600,9.7,1.49,7.0
1679209200,11.3,1.34,67.0
1679212800,13.3,0.57,155.0
1679216400,15.5,1.63,365.0
1679220000,15.8,3.35,358.0
1679223600,15.7,3.42,269.0
1679227200,14.9,1.50,250.0
1679230800,15.5,2.56,281.0
1679234400,15.3,2.69,204.0
1679238000,14.9,2.56,144.0
1679241600,14.6,1.84,118.0
1679245200,13.8,1.44,49.0
1679248800,12.5,1.53,1.0
1679252400,11.9,1.44,0.0
1679256000,11.2,1.40,0.0
1679259600,10.5,1.25,0.0
1679263200,10.2,1.52,0.0
1679266800,10.7,1.20,0.0
1679270400,11.1,1.17,0.0
1679274000,10.2,1.39,0.0
1679277600,9.5,1.35,0.0
1679281200,10.2,0.94,0.0
1679284800,10.4,1.35,0.0
1679288400,10.5,1.25,0.0
1679292000,11.0,1.25,7.0
1679295600,11.5,1.56,28.0
1679299200,11.6,2.28,35.0
1679302800,11.7,2.42,70.0
1679306400,11.8,1.66,76.0
1679310000,12.1,2.01,92.0
1679313600,12.9,2.05,86.0
1679317200,13.0,2.15,183.0
1679320800,13.7,2.51,241.0
1679324400,13.5,2.98,176.0
1679328000,13.0,2.56,146.0
1679331600,11.9,0.94,62.0
1679335200,11.5,0.91,2.0
1679338800,10.6,1.82,0.0
1679342400,10.2,1.82,0.0
1679346000,9.7,1.80,0.0
1679349600,9.2,1.57,0.0
1679353200,8.3,1.97,0.0
1679356800,8.1,1.84,0.0
1679360400,8.3,1.60,0.0
1679364000,8.5,1.17,0.0
1679367600,8.5,1.62,0.0
1679371200,7.8,1.98,0.0
1679374800,7.2,1.82,0.0
1679378400,8.1,2.64,25.0
1679382000,9.1,3.41,166.0
1679385600,11.1,3.31,358.0
1679389200,13.2,2.34,529.0
1679392800,15.4,2.21,646.0
1679396400,17.3,1.63,680.0
1679400000,17.8,1.90,613.0
1679403600,18.4,1.48,494.0
1679407200,18.0,0.71,329.0
1679410800,17.5,2.48,367.0
1679414400,15.7,3.33,200.0
1679418000,14.3,1.84,88.0
1679421600,12.9,2.11,4.0
1679425200,12.2,2.06,0.0
1679428800,11.8,1.57,0.0
1679432400,11.0,0.92,0.0
1679436000,9.8,1.30,0.0
1679439600,9.6,0.91,0.0
1679443200,10.3,0.71,0.0
1679446800,9.8,1.14,0.0
1679450400,9.2,1.94,0.0
1679454000,9.5,1.56,0.0
1679457600,9.3,1.61,0.0
1679461200,8.9,1.30,0.0
1679464800,9.0,1.62,25.0
1679468400,11.2,0.98,153.0
1679472000,13.4,1.26,295.0
1679475600,15.3,1.14,440.0
1679479200,16.7,1.68,547.0
1679482800,17.6,2.39,619.0
1679486400,17.9,1.52,581.0
1679490000,18.1,1.88,488.0
1679493600,17.8,2.64,437.0
1679497200,17.0,2.92,350.0
1679500800,15.8,2.59,219.0
1679504400,14.2,1.41,84.0
1679508000,12.6,1.90,4.0
1679511600,11.4,1.84,0.0
1679515200,11.0,1.53,0.0
1679518800,9.9,1.30,0.0
1679522400,10.5,0.86,0.0
1679526000,10.6,1.03,0.0
1679529600,8.5,2.28,0.0
1679533200,9.9,2.12,0.0
1679536800,9.8,2.05,0.0
1679540400,9.5,1.86,0.0
1679544000,9.3,1.66,0.0
1679547600,9.3,1.91,0.0
1679551200,9.6,1.98,31.0
1679554800,11.3,1.68,183.0
1679558400,13.4,1.90,370.0
1679562000,15.5,1.36,538.0
1679565600,17.3,0.70,666.0
1679569200,18.8,1.30,740.0
1679572800,19.7,1.93,767.0
1679576400,20.1,2.42,716.0
1679580000,19.3,3.83,611.0
1679583600,18.1,3.45,480.0
1679587200,16.9,2.97,295.0
1679590800,14.7,2.50,110.0
1679594400,12.9,2.36,5.0
1679598000,12.3,2.06,0.0
1679601600,11.8,1.89,0.0
1679605200,11.4,1.72,0.0
1679608800,10.8,1.39,0.0
1679612400,9.6,1.12,0.0
1679616000,8.9,1.80,0.0
1679619600,9.0,1.10,0.0
1679623200,9.1,1.00,0.0
1679626800,8.4,1.30,0.0
1679630400,8.1,0.50,0.0
1679634000,7.7,1.17,0.0
1679637600,9.5,0.63,34.0
1679641200,12.3,0.58,188.0
1679644800,14.2,0.54,373.0
1679648400,15.9,0.71,540.0
1679652000,17.3,1.25,668.0
1679655600,18.3,2.39,744.0
1679659200,18.3,3.34,763.0
1679662800,18.0,3.11,668.0
1679666400,17.6,3.28,577.0
1679670000,16.8,3.34,451.0
1679673600,15.8,3.12,291.0
1679677200,14.2,2.00,110.0
1679680800,12.5,2.06,5.0
1679684400,11.6,1.96,0.0
1679688000,10.9,2.08,0.0
1679691600,10.8,2.22,0.0
1679695200,11.0,2.42,0.0
1679698800,11.2,2.56,0.0
1679702400,10.9,2.14,0.0
1679706000,11.0,1.86,0.0
1679709600,10.1,1.75,0.0
1679713200,10.6,2.88,0.0
1679716800,10.8,2.75,0.0
1679720400,10.8,2.92,0.0
1679724000,11.5,2.75,35.0
1679727600,13.7,1.64,178.0
1679731200,15.6,2.61,352.0
1679734800,16.7,3.05,456.0
1679738400,17.8,2.72,540.0
1679742000,18.9,2.92,746.0
1679745600,18.7,2.79,731.0
1679749200,19.2,3.10,697.0
1679752800,18.2,3.94,569.0
1679756400,17.6,3.26,440.0
1679760000,16.9,3.04,293.0
1679763600,15.2,2.06,116.0
1679767200,13.2,1.92,6.0
1679770800,11.3,1.49,0.0
1679774400,11.1,1.08,0.0
1679778000,10.3,1.79,0.0
1679781600,9.5,1.84,0.0
1679785200,8.4,1.21,0.0
1679788800,10.0,2.38,0.0
1679792400,9.6,2.09,0.0
1679796000,9.0,1.84,0.0
1679799600,8.1,1.14,0.0
1679803200,7.5,0.78,0.0
1679806800,7.0,1.36,0.0
1679810400,9.1,1.51,37.0
1679814000,11.5,1.42,178.0
1679817600,14.5,0.30,387.0
1679821200,16.9,3.14,551.0
1679824800,17.3,4.94,653.0
1679828400,17.8,5.23,745.0
1679832000,17.6,6.69,771.0
1679835600,16.9,5.41,498.0
1679839200,17.2,4.25,582.0
1679842800,16.9,4.51,462.0
1679846400,15.8,4.23,181.0
1679850000,14.7,4.20,115.0
1679853600,13.4,5.00,7.0
1679857200,13.0,5.54,0.0
1679860800,13.3,5.50,0.0
1679864400,12.5,5.94,0.0
1679868000,12.8,4.72,0.0
1679871600,12.6,3.83,0.0
1679875200,12.1,2.20,0.0
1679878800,11.4,1.32,0.0
1679882400,11.0,1.75,0.0
1679886000,10.7,1.04,0.0
1679889600,8.6,2.09,0.0
1679893200,9.2,0.14,0.0
1679896800,9.4,1.58,16.0
1679900400,10.7,2.08,146.0
1679904000,11.7,2.00,331.0
1679907600,13.2,2.91,466.0
1679911200,14.4,3.26,524.0
1679914800,15.6,3.45,596.0
1679918400,14.0,4.67,679.0
1679922000,15.2,0.94,462.0
1679925600,16.0,2.77,570.0
1679929200,16.4,3.89,350.0
1679932800,15.1,3.36,234.0
1679936400,13.4,2.50,112.0
1679940000,11.4,1.77,8.0
1679943600,10.7,3.37,0.0
1679947200,10.5,2.02,0.0
1679950800,9.3,2.62,0.0
1679954400,8.3,3.67,0.0
1679958000,7.4,3.88,0.0
1679961600,6.4,2.40,0.0
1679965200,5.9,2.44,0.0
1679968800,5.6,2.81,0.0
1679972400,5.5,3.22,0.0
1679976000,5.6,4.03,0.0
1679979600,5.4,4.52,0.0
1679983200,5.9,4.95,50.0
1679986800,8.2,4.55,222.0
1679990400,11.2,4.03,418.0
1679994000,13.0,3.26,594.0
1679997600,14.3,2.75,731.0
1680001200,15.1,2.40,803.0
1680004800,15.3,3.37,822.0
1680008400,15.8,3.23,774.0
1680012000,15.9,3.61,669.0
1680015600,15.7,4.16,514.0
1680019200,14.5,3.62,326.0
1680022800,12.2,3.89,131.0
1680026400,10.3,3.76,9.0
1680030000,9.1,2.67,0.0
1680033600,7.6,1.71,0.0
1680037200,6.5,1.79,0.0
1680040800,6.5,2.01,0.0
1680044400,4.9,1.36,0.0
1680048000,4.3,1.60,0.0
1680051600,5.3,1.24,0.0
1680055200,6.1,1.17,0.0
1680058800,5.9,0.92,0.0
1680062400,4.1,2.10,0.0
1680066000,4.6,2.41,0.0
1680069600,8.1,2.73,47.0
1680073200,11.2,2.77,213.0
1680076800,13.6,3.26,403.0
1680080400,14.6,4.34,558.0
1680084000,15.1,4.30,612.0
1680087600,15.4,4.39,702.0
1680091200,15.8,4.30,644.0
1680094800,15.4,4.44,546.0
1680098400,15.2,4.34,435.0
1680102000,14.7,4.34,324.0
1680105600,14.1,3.83,161.0
1680109200,13.0,2.75,99.0
1680112800,11.5,2.55,8.0
1680116400,10.7,2.69,0.0
1680120000,9.9,2.64,0.0
1680123600,9.3,2.70,0.0
1680127200,9.1,2.48,0.0
1680130800,9.2,2.30,0.0
1680134400,8.7,1.53,0.0
1680138000,9.0,1.39,0.0
1680141600,9.0,1.36,0.0
1680145200,9.0,1.14,0.0
1680148800,9.4,1.24,0.0
1680152400,9.4,1.75,0.0
1680156000,10.4,2.33,39.0
1680159600,12.7,1.70,170.0
1680163200,14.5,2.45,326.0
1680166800,15.5,2.80,426.0
1680170400,16.5,2.86,473.0
1680174000,17.6,3.45,645.0
1680177600,17.4,3.57,703.0
1680181200,17.5,4.59,727.0
1680184800,17.0,4.61,618.0
1680188400,16.3,4.53,454.0
1680192000,15.5,4.10,282.0
1680195600,14.3,3.40,103.0
1680199200,12.4,3.42,10.0
1680202800,11.7,3.53,0.0
1680206400,11.5,3.91,0.0
1680210000,11.4,3.86,0.0
1680213600,11.3,3.56,0.0
1680217200,11.4,3.76,0.0
1680220800,11.5,3.11,0.0
1680224400,11.8,3.47,0.0
1680228000,12.3,3.41,0.0
1680231600,12.3,3.38,0.0
1680235200,12.0,3.41,0.0
1680238800,11.7,2.86,0.0
1680242400,12.2,3.47,43.0
1680246000,14.2,3.76,165.0
1680249600,15.3,4.48,265.0
1680253200,16.2,4.65,359.0
1680256800,16.6,5.12,403.0
1680260400,17.2,5.63,437.0
1680264000,17.5,5.70,426.0
1680267600,18.2,5.46,491.0
1680271200,17.1,6.18,300.0
1680274800,16.1,5.63,157.0
1680278400,15.7,4.57,167.0
1680282000,14.9,4.33,109.0
1680285600,13.5,4.85,10.0
1680289200,13.0,3.93,0.0
1680292800,13.1,4.20,0.0
1680296400,13.6,4.73,0.0
1680300000,13.6,4.57,0.0
1680303600,13.8,3.61,0.0
1680307200,14.0,4.30,0.0
1680310800,13.0,5.23,0.0
1680314400,13.2,3.92,0.0
1680318000,12.6,3.38,0.0
1680321600,12.6,2.59,0.0
1680325200,12.4,1.80,0.0
1680328800,12.8,1.75,61.0
1680332400,14.7,2.10,230.0
1680336000,16.2,3.55,422.0
1680339600,16.9,4.13,583.0
1680343200,17.2,5.24,712.0
1680346800,17.2,5.43,749.0
1680350400,17.4,4.74,804.0
1680354000,17.3,4.84,713.0
1680357600,17.1,4.65,624.0
1680361200,16.6,4.03,491.0
1680364800,15.6,3.77,287.0
1680368400,14.5,1.94,95.0
1680372000,13.3,1.77,9.0
1680375600,12.2,1.50,0.0
1680379200,10.7,1.20,0.0
1680382800,10.0,0.98,0.0
1680386400,10.3,1.56,0.0
1680390000,9.1,1.14,0.0
1680393600,7.2,1.50,0.0
1680397200,8.0,0.98,0.0
1680400800,6.9,1.14,0.0
1680404400,7.8,1.80,0.0
1680408000,7.7,1.61,0.0
1680411600,7.3,2.00,0.0
1680415200,8.3,1.41,64.0
1680418800,10.7,1.43,230.0
1680422400,13.4,1.93,421.0
1680426000,15.5,0.92,593.0
1680429600,16.4,1.57,663.0
1680433200,16.8,1.44,624.0
1680436800,17.7,1.71,483.0
1680440400,18.3,0.95,692.0
1680444000,18.3,1.14,590.0
1680447600,14.7,1.97,343.0
1680451200,14.0,1.06,130.0
1680454800,12.5,3.64,103.0
1680458400,12.2,1.30,7.0
1680462000,10.7,1.00,0.0
1680465600,8.8,2.36,0.0
1680469200,8.8,2.10,0.0
1680472800,9.0,2.69,0.0
1680476400,9.2,4.34,0.0
1680480000,10.0,6.00,0.0
1680483600,9.5,5.87,0.0
1680487200,9.0,5.47,0.0
1680490800,8.7,5.55,0.0
1680494400,8.6,5.99,0.0
1680498000,8.7,5.68,0.0
1680501600,9.6,5.65,67.0
1680505200,11.9,6.18,244.0
1680508800,14.5,7.11,425.0
1680512400,16.3,7.37,584.0
1680516000,17.2,7.26,716.0
1680519600,17.6,7.56,771.0
1680523200,18.4,7.88,798.0
1680526800,18.5,7.46,652.0
1680530400,18.1,7.92,639.0
1680534000,17.2,7.49,490.0
1680537600,16.0,6.37,321.0
1680541200,14.5,5.88,138.0
1680544800,12.3,6.74,14.0
1680548400,10.8,6.02,0.0
1680552000,9.8,5.05,0.0
1680555600,9.0,5.70,0.0
1680559200,8.5,6.81,0.0
1680562800,8.0,6.96,0.0
1680566400,8.7,5.48,0.0
1680570000,8.1,4.46,0.0
1680573600,7.7,3.91,0.0
1680577200,7.2,3.88,0.0
1680580800,7.0,3.82,0.0
1680584400,6.7,4.23,0.0
1680588000,7.6,4.73,50.0
1680591600,9.2,5.02,161.0
1680595200,10.8,4.46,296.0
1680598800,12.4,3.04,447.0
1680602400,13.5,0.78,551.0
1680606000,14.2,1.75,580.0
1680609600,15.6,1.46,572.0
1680613200,15.2,2.06,433.0
1680616800,13.9,2.15,292.0
1680620400,12.6,3.52,207.0
1680624000,12.9,3.16,163.0
1680627600,11.9,1.50,78.0
1680631200,9.9,1.42,12.0
1680634800,9.0,2.34,0.0
1680638400,8.2,1.75,0.0
1680642000,8.1,1.50,0.0
1680645600,7.6,1.82,0.0
1680649200,7.0,2.01,0.0
1680652800,7.5,1.08,0.0
1680656400,7.8,1.71,0.0
1680660000,7.9,2.15,0.0
1680663600,7.7,2.97,0.0
1680667200,7.1,2.06,0.0
1680670800,6.5,1.73,1.0
1680674400,7.5,1.55,61.0
1680678000,8.7,2.11,211.0
1680681600,9.7,2.19,336.0
1680685200,10.5,1.97,393.0
1680688800,11.2,2.15,497.0
1680692400,11.8,2.25,531.0
1680696000,12.4,2.02,393.0
1680699600,12.8,1.66,469.0
1680703200,12.5,0.92,354.0
1680706800,10.3,3.11,329.0
1680710400,9.2,2.66,203.0
1680714000,9.1,1.26,66.0
1680717600,7.8,1.00,11.0
1680721200,7.5,1.17,0.0
1680724800,8.0,1.08,0.0
1680728400,6.8,0.86,0.0
1680732000,5.6,1.50,0.0
1680735600,5.3,1.66,0.0
1680739200,5.5,2.60,0.0
1680742800,4.5,2.79,0.0
1680746400,3.5,3.35,0.0
1680750000,3.1,2.94,0.0
1680753600,2.7,3.20,0.0
1680757200,2.3,2.87,1.0
1680760800,3.6,2.86,82.0
1680764400,5.6,2.34,265.0
1680768000,8.3,2.18,462.0
1680771600,10.6,1.75,635.0
1680775200,12.2,1.53,762.0
1680778800,13.3,1.30,817.0
1680782400,14.1,2.02,846.0
1680786000,14.9,2.33,710.0
1680789600,15.5,3.22,651.0
1680793200,15.5,3.89,509.0
1680796800,14.6,4.59,342.0
1680800400,12.9,3.61,158.0
1680804000,10.5,2.25,18.0
1680807600,8.6,2.10,0.0
1680811200,7.6,2.42,0.0
1680814800,7.2,2.05,0.0
1680818400,7.7,1.44,0.0
1680822000,5.2,1.80,0.0
1680825600,4.4,2.69,0.0
1680829200,5.6,2.06,0.0
1680832800,5.1,1.93,0.0
1680836400,4.6,1.97,0.0
1680840000,3.8,1.93,0.0
1680843600,3.2,2.01,2.0
1680847200,4.8,2.42,87.0
1680850800,8.2,1.75,272.0
1680854400,11.3,0.85,466.0
1680858000,13.5,1.17,635.0
1680861600,15.0,2.05,761.0
1680865200,15.7,2.33,810.0
1680868800,16.4,3.54,773.0
1680872400,16.3,4.03,744.0
1680876000,15.7,3.98,645.0
1680879600,15.3,3.55,531.0
1680883200,14.2,3.64,359.0
1680886800,12.5,3.00,155.0
1680890400,10.5,2.30,18.0
1680894000,9.4,2.33,0.0
1680897600,8.7,2.62,0.0
1680901200,8.6,2.83,0.0
1680904800,8.7,3.11,0.0
1680908400,9.3,3.34,0.0
1680912000,10.3,3.66,0.0
1680915600,9.9,3.26,0.0
1680919200,9.8,3.83,0.0
1680922800,9.7,4.59,0.0
1680926400,9.4,5.12,0.0
1680930000,8.4,4.76,2.0
1680933600,9.6,5.69,27.0
1680937200,10.4,4.70,142.0
1680940800,11.7,3.76,357.0
1680944400,12.9,3.04,492.0
1680948000,13.0,3.62,385.0
1680951600,11.7,3.26,548.0
